ID,k,Features,m,#Matches,Indices,max(dists),min(dists),med(dists),P,p-value,Sig_Hochber
247,1,0,21,9,"[164, 144, 417, 6870, 1906, 357, 8165, 7563, 4975, 1477]",2.207,1.427,2.148,0.0019903961927166757,0.9910060700766867,False
248,1,4,21,9,"[432, 68, 8537, 915, 390, 5437, 320, 2176, 117, 5601]",1.939,1.428,1.721,4.742399418532689e-08,9.71739099594758e-41,True
249,1,0,21,9,"[967, 3628, 3954, 4117, 6819, 5871, 7542, 4280, 9133, 5096]",1.888,1.43,1.854,0.00016963192680959552,7.754817207969554e-06,True
250,1,0,21,9,"[2848, 5376, 4948, 2338, 8699, 2766, 2603, 8210, 6314, 8373]",1.617,1.431,1.585,0.00043539556090125246,0.01026227275252882,True
251,1,3,21,9,"[545, 5121, 4335, 8873, 1034, 9290, 1973, 1809, 8546, 4958]",1.967,1.431,1.906,1.253192223810423e-07,1.61232511752348e-36,True
252,1,0,21,8,"[3236, 6763, 2981, 2818, 3073, 6335, 6376, 5927, 9189]",1.851,1.435,1.712,0.001156839679333646,0.7700472344055567,False
253,1,8,21,9,"[1081, 7121, 4437, 8189, 7139, 5700, 5642, 6027, 5048, 9067]",2.241,1.437,2.067,1.8624232100314515e-06,8.34704706773741e-25,True
254,1,0,21,9,"[2079, 3017, 6687, 3221, 3099, 6483, 3058, 6524, 2813, 2976]",1.829,1.442,1.713,2.201876091238106e-08,4.524729347587317e-44,True
255,1,1,21,9,"[6286, 4655, 7917, 6612, 4126, 2142, 7523, 9385, 4370, 3350]",2.306,1.447,2.23,0.00016866961358476243,7.386378075573368e-06,True
256,1,0,21,8,"[7623, 7990, 4728, 4361, 3749, 2934, 4687, 7592, 9254]",2.107,1.456,1.939,0.0011908240631914738,0.797373692894078,False
257,1,0,21,9,"[6368, 2943, 5216, 8478, 6419, 2280, 8315, 4237, 5053, 5175]",1.924,1.46,1.823,0.002540732820106761,0.9996322615425024,False
258,1,2,21,9,"[2090, 1905, 1742, 252, 1179, 2146, 1928, 1641, 8125, 8834]",1.833,1.484,1.794,2.2742619224129017e-10,6.25389419341093e-64,True
259,1,0,21,9,"[3475, 3455, 5402, 5657, 9286, 9082, 3516, 5198, 3292, 8664]",1.938,1.486,1.819,1.240863168340559e-07,1.460559579229888e-36,True
260,1,1,21,7,"[1429, 454, 9486, 90, 7369, 9463, 9507, 9401]",1.901,1.496,1.669,0.001378407147943752,0.9496891946254397,False
261,1,1,21,9,"[7497, 5377, 4745, 3644, 9291, 5927, 5438, 8007, 3888, 9189]",2.006,1.506,1.882,1.3454522336692381e-09,3.2841604570878858e-56,True
262,1,3,21,9,"[1227, 173, 4516, 594, 4658, 7917, 8012, 5932, 1174, 7447]",2.299,1.516,2.253,3.5158017210554896e-06,4.729133556263503e-22,True
263,1,4,21,9,"[7439, 3713, 343, 6975, 7010, 7304, 1467, 2447, 82, 5543]",2.582,1.527,2.374,7.226090642948062e-07,6.517267466473816e-29,True
264,1,0,21,9,"[994, 8109, 505, 912, 7100, 3695, 983, 4347, 3654, 4847]",2.22,1.536,2.08,0.00014819976177193978,2.4126493951664442e-06,True
265,1,0,21,9,"[1294, 1387, 1090, 3398, 634, 3547, 9397, 3526, 1253, 1569]",2.468,1.543,2.136,0.0007097118520039527,0.14608334763851594,False
266,1,0,21,9,"[1558, 1721, 7144, 262, 1884, 4911, 8173, 8826, 5564, 2210]",2.081,1.546,2.003,5.281753453968611e-05,1.8090497298740508e-10,True
267,1,0,21,9,"[864, 7704, 6807, 1231, 3891, 4054, 3728, 8938, 4442, 4921]",1.828,1.552,1.746,0.0001297540342572959,7.478054453212779e-07,True
268,1,2,21,9,"[6215, 4001, 9016, 3674, 5713, 2451, 7222, 8527, 7773, 5754]",2.211,1.553,1.991,0.0006422109449471542,0.09224406081489098,False
269,1,1,21,9,"[6839, 2129, 8164, 4902, 3648, 7042, 4484, 4320, 1476, 4239]",2.218,1.566,2.031,0.0007394910388428079,0.17403564185470907,False
270,1,1,21,9,"[778, 584, 5375, 3642, 3622, 3683, 472, 4723, 4926, 4946]",2.148,1.567,2.055,2.3881175980850015e-08,1.0190932861579383e-43,True
271,1,0,21,9,"[6193, 7752, 4490, 1687, 2768, 4358, 2013, 6030, 841, 9292]",2.464,1.581,2.303,0.0017418094258646378,0.9679397158063443,False
272,1,0,21,9,"[6327, 6643, 3014, 8651, 8325, 6521, 6480, 5226, 3065, 3320]",1.818,1.583,1.759,0.0010436122031070158,0.5349171836583668,False
273,1,1,21,9,"[6200, 6261, 6139, 2632, 4956, 2836, 2306, 5405, 2714, 3896]",2.282,1.594,2.15,0.00012009480017452138,3.747719380061853e-07,True
274,1,1,21,9,"[7474, 821, 1382, 7435, 113, 7301, 7529, 1127, 2147, 2101]",2.376,1.6,2.153,5.727867235212796e-06,6.111647689787375e-20,True
275,1,0,21,9,"[2876, 4303, 6087, 2774, 9349, 5679, 9186, 2580, 5883, 8207]",1.993,1.606,1.83,0.00039473883808748293,0.00539943765742618,True
276,1,0,21,9,"[1864, 1538, 1701, 2068, 264, 4107, 2027, 2537, 727, 681]",2.689,1.608,2.465,0.0001266949143547167,6.047175325380659e-07,True
277,1,0,21,9,"[4526, 4006, 9276, 4485, 6014, 6035, 4057, 3680, 6239, 5076]",2.245,1.619,2.075,0.0009296445079823608,0.3937126839809569,False
278,1,0,21,9,"[7111, 3849, 2014, 1688, 3146, 1790, 1525, 4817, 7376, 3838]",2.295,1.677,2.116,7.229781438883139e-08,6.587590793441506e-39,True
279,1,0,21,9,"[1002, 1460, 4855, 513, 8403, 2368, 1766, 6964, 1644, 5793]",2.396,1.663,2.288,0.000510478790030733,0.027104009836465926,True
280,1,5,21,9,"[4866, 8591, 659, 8128, 9241, 1340, 76, 628, 214, 5329]",2.419,1.812,2.095,3.3560820051966094e-08,3.061583595756233e-42,True
281,1,9,21,9,"[7487, 5072, 8334, 7282, 36, 591, 6052, 7369, 8660, 3788]",2.38,1.677,2.312,1.435185731243099e-08,6.262874887480787e-46,True
282,1,1,21,9,"[792, 8610, 5389, 6041, 2616, 2494, 2351, 8855, 5817, 5899]",2.128,1.679,1.967,1.2158130236482363e-08,1.1922540636779423e-46,True
283,1,0,21,9,"[1263, 3515, 3536, 3556, 3495, 1182, 5402, 9082, 937, 8919]",2.626,1.695,2.479,8.908354912424167e-05,2.4665891646429928e-08,True
284,1,1,21,9,"[1312, 1999, 1673, 7015, 6909, 224, 9105, 1835, 7257, 4158]",2.53,1.698,2.407,6.175991951393399e-08,1.3632695609944095e-39,True
285,1,10,21,9,"[497, 1823, 451, 1577, 1660, 3659, 8797, 8216, 3697, 1619]",2.271,1.722,2.111,6.70550401232356e-09,3.104814475378413e-49,True
286,1,3,21,9,"[299, 1105, 7112, 5010, 6071, 6978, 446, 3850, 7340, 5174]",2.485,1.743,2.413,4.0528730483514236e-05,1.4233633201760858e-11,True
287,1,5,21,9,"[282, 9225, 1886, 8900, 2213, 7192, 5963, 7265, 8572, 9062]",2.284,1.744,2.186,2.077566973898614e-08,2.530572875785666e-44,True
288,1,4,21,9,"[479, 7317, 1931, 7777, 214, 4475, 9273, 8743, 4378, 1563]",2.653,1.748,2.412,7.800737766904572e-05,7.191771321022368e-09,True
289,1,11,21,9,"[1421, 2547, 4858, 3669, 7297, 6563, 5055, 8120, 760, 2421]",3.229,1.757,3.05,1.5029068523163625e-07,9.919791038987107e-36,True
290,1,1,21,9,"[976, 1180, 1139, 736, 3158, 3728, 4544, 3600, 6277, 1339]",2.922,1.759,2.685,4.074695603895776e-07,2.124062401283331e-31,True
291,1,2,21,9,"[1353, 5569, 7352, 250, 2144, 3489, 4917, 1967, 1741, 8831]",2.246,1.782,2.059,0.0004442261800963049,0.011658695844138879,True
292,1,0,21,9,"[3579, 3594, 755, 6856, 6922, 2203, 8564, 8727, 2366, 6769]",2.465,1.795,2.375,2.9745452174850342e-05,7.084438663089859e-13,True
293,1,2,21,9,"[7428, 688, 9299, 5385, 2428, 445, 4367, 5242, 1059, 2470]",2.424,1.795,2.344,2.6830415966712944e-05,2.590027495332021e-13,True
294,1,0,21,9,"[799, 1330, 313, 6772, 4081, 9382, 1534, 1279, 8567, 8730]",2.716,1.799,2.358,0.0002051123503217745,3.829126557853554e-05,True
295,1,2,21,9,"[289, 1445, 6854, 3430, 657, 4159, 2855, 4484, 3891, 7746]",2.249,1.806,2.108,5.8089251267651406e-05,4.4761002437261905e-10,True
296,1,7,21,9,"[1216, 100, 493, 8947, 7535, 4272, 8027, 8621, 7864, 3949]",3.066,1.875,2.816,5.6039057588854266e-08,5.157559552959466e-40,True
297,1,0,21,9,"[814, 8419, 3567, 6788, 5646, 1201, 8256, 8745, 4994, 4178]",2.502,1.907,2.378,0.00012415332740267556,5.046636647733485e-07,True
298,1,5,21,9,"[641, 4128, 5188, 5343, 7370, 684, 7219, 1764, 7940, 4679]",2.364,1.912,2.305,6.135376094802009e-08,1.2762270611043388e-39,True
299,1,0,21,9,"[6293, 3031, 4834, 575, 4091, 6620, 6456, 3550, 7017, 6996]",2.548,1.944,2.468,0.0016511029050938644,0.9507312190333618,False
300,1,0,21,8,"[1364, 8, 7520, 7368, 4860, 518, 7031, 99, 6185]",2.852,1.962,2.618,0.0028800287544697763,0.9999868785317451,False
301,1,2,21,9,"[1871, 6041, 9303, 6983, 7612, 1708, 9139, 8304, 6866, 921]",2.308,1.998,2.207,3.694273756156701e-06,7.747438861596559e-22,True
302,1,0,21,9,"[3420, 6784, 1513, 3398, 8252, 713, 8904, 5642, 179, 4990]",2.689,2.015,2.519,0.0009749033748713854,0.4504859666010332,False
303,1,2,21,9,"[1407, 6038, 2491, 8422, 8463, 716, 7608, 9300, 8301, 2328]",2.335,2.062,2.321,0.0003546419088958704,0.002586349020537622,True
304,1,2,21,9,"[1414, 358, 257, 6119, 4924, 9380, 16, 5629, 2151, 73]",2.753,2.306,2.57,0.0005568279106077788,0.044232199206566444,False
0,3,"0,2,3",43,9,"[4666, 7928, 4462, 4625, 7887, 2403, 2464, 8438, 9090, 5828]",4.983,0.85,4.9,1.9565895697633046e-19,1.3818565603758402e-154,True
1,1,0,43,9,"[4679, 7941, 3700, 7615, 6596, 3171, 4190, 6433, 3334, 4027]",3.518,0.563,3.325,8.515699351035855e-08,3.367821172106547e-38,True
2,2,"0,2",43,9,"[4771, 8033, 3670, 4322, 5709, 2447, 2284, 8441, 9134, 3629]",3.665,0.81,3.532,1.3354172745924264e-13,3.031346085985361e-96,True
3,1,0,43,9,"[5531, 8793, 6183, 750, 2779, 4247, 4716, 647, 9191, 5929]",3.934,0.609,3.752,5.835367579427939e-06,7.315396321317376e-20,True
4,2,"0,2",43,9,"[4650, 7912, 5425, 2652, 6077, 8646, 8687, 2285, 7749, 8320]",4.016,0.843,3.843,8.797834810496581e-12,4.668997318949304e-78,True
5,1,0,43,9,"[4783, 8045, 9350, 6088, 3804, 2663, 9024, 8698, 5354, 8616]",3.58,0.613,3.25,1.2536146709327474e-06,1.593670710378844e-26,True
6,1,0,43,9,"[4757, 8019, 9324, 5002, 6062, 9161, 5899, 8998, 2474, 8264]",2.838,0.62,2.74,2.4578106576872257e-05,1.0932744558117968e-13,True
7,5,"0,1,2,3,6",43,9,"[4638, 7900, 4312, 7574, 8614, 5189, 2416, 9266, 4434, 8451]",6.091,1.262,5.98,9.779158491235069e-36,1.3442513e-317,True
8,1,0,43,9,"[5515, 8777, 4700, 7962, 6167, 1162, 1030, 337, 734, 194]",3.985,0.631,3.566,3.804551893361927e-06,1.033272400848655e-21,True
9,1,0,43,9,"[4799, 8061, 3820, 3688, 3790, 4432, 9040, 8581, 6104, 5941]",3.942,0.64,3.674,1.4321428713279601e-06,6.024915979711384e-26,True
10,1,0,43,9,"[4594, 7856, 3249, 4390, 8264, 6511, 7652, 2229, 2882, 3656]",3.139,0.663,3.009,3.589161884437209e-06,5.779880430336439e-22,True
11,1,0,43,9,"[4579, 7841, 4742, 8004, 2418, 7678, 4375, 8453, 5843, 2581]",3.115,0.752,2.803,1.7505977308414605e-05,3.905057396367618e-15,True
12,2,"0,2",43,8,"[4606, 7868, 3668, 3994, 4443, 3627, 4280, 8031, 3953]",4.583,1.017,4.253,8.685639721102806e-17,4.970091976951509e-115,True
13,1,0,43,9,"[4557, 7819, 4394, 7656, 9165, 3660, 9328, 4924, 5087, 7860]",2.949,0.772,2.743,0.00021363577311184708,5.328112209889546e-05,True
14,1,0,43,9,"[5564, 8826, 2139, 8174, 5727, 8989, 4912, 5890, 9152, 8500]",2.818,0.782,2.675,0.0008270400960335274,0.2679447686347757,False
15,1,0,43,9,"[5503, 8765, 4280, 7950, 3261, 4688, 3954, 3016, 7624, 4198]",3.315,0.832,3.101,3.6053778653909453e-07,6.217553581356108e-32,True
16,1,0,43,9,"[4900, 8162, 2127, 5553, 1475, 8815, 6460, 6623, 7020, 1638]",3.502,0.833,2.768,0.000995000080920017,0.4748732392011819,False
17,1,0,43,9,"[4730, 7992, 7829, 4567, 7666, 4363, 5097, 9175, 4404, 5913]",2.417,0.862,2.119,7.927495104334981e-05,8.317229240493233e-09,True
18,1,0,43,6,"[9424, 9465, 25, 9489, 9398, 7380, 1366]",4.011,0.897,2.412,1.5977545930650349e-06,3.6855532922473416e-17,True
19,1,0,43,9,"[5578, 8840, 2153, 2479, 5904, 9003, 8269, 5741, 9166, 8514]",2.168,0.902,1.97,0.002625132649358089,0.9997810709073527,False
20,1,0,43,9,"[4880, 8142, 2107, 68, 3555, 7489, 2179, 8866, 5930, 5604]",5.151,0.906,4.829,0.00013051373327988144,7.839534602552331e-07,True
21,1,0,43,9,"[5767, 9029, 5930, 2342, 9192, 2505, 9355, 5604, 8866, 6093]",2.084,0.91,1.637,0.0011449740761019153,0.648929117212732,False
22,1,0,43,9,"[4545, 7807, 9153, 8990, 5891, 9316, 5728, 6054, 5075, 6798]",3.217,0.911,2.987,0.0007320592449044184,0.16646745243352018,False
23,1,0,43,9,"[5237, 8336, 8499, 5074, 2301, 2464, 5726, 5400, 5033, 8988]",2.179,0.927,1.75,0.0011875341361059577,0.6920689286492361,False
24,1,0,43,9,"[7974, 4712, 7648, 4019, 2551, 4304, 8423, 7566, 3733, 5527]",3.291,0.928,3.176,6.398360089616372e-07,1.9219831549642926e-29,True
25,1,0,43,9,"[5382, 8644, 2609, 2324, 5178, 2650, 5015, 8685, 5749, 2446]",2.512,0.945,2.385,0.0011710806248503652,0.6757853927409786,False
26,1,0,43,9,"[8661, 5399, 2626, 8335, 2300, 2463, 5236, 8498, 6051, 5725]",2.366,0.946,2.0,0.0010002189406788347,0.4813370874442498,False
27,1,0,43,9,"[8930, 5831, 5668, 9093, 9256, 5994, 2569, 2406, 5056, 2161]",2.102,0.964,1.497,0.0016868997996146633,0.9581423582137291,False
28,1,0,43,9,"[5491, 8753, 4268, 3167, 6429, 6592, 4186, 3330, 3004, 6796]",3.618,0.981,3.181,1.986189980160753e-05,1.3524960100763291e-14,True
29,1,0,43,9,"[5216, 8315, 8478, 2280, 2443, 5053, 5175, 5705, 8437, 5012]",2.386,1.0,1.898,0.0009355946894698372,0.4005629931392193,False
30,1,0,43,9,"[5413, 8675, 8349, 8512, 2314, 5250, 2477, 2640, 5087, 5739]",2.044,1.004,1.777,0.0007343210532687346,0.16863987395056163,False
31,1,0,43,9,"[5138, 8400, 2365, 8237, 8563, 5301, 8726, 2202, 2528, 5464]",2.246,1.043,1.966,0.0006501848417371449,0.09763500697553838,False
32,1,0,43,9,"[8971, 5709, 5872, 9134, 2284, 8441, 5668, 2243, 2406, 2447]",1.981,1.052,1.805,0.0009529871465031808,0.4223906064715187,False
33,1,0,43,9,"[5273, 8535, 2500, 2337, 8372, 5110, 2174, 5436, 8209, 5599]",2.256,1.061,1.979,0.0006433362144796,0.09279193578218578,False
34,1,0,43,9,"[5203, 8465, 8302, 2267, 2430, 8628, 5040, 5162, 5692, 5366]",2.375,1.079,2.242,0.000943406877546319,0.41036671056238505,False
35,1,0,43,9,"[5633, 8895, 2208, 2371, 8243, 9058, 5796, 8406, 4981, 5144]",2.463,1.101,1.986,0.0010823472609229744,0.5798212793757198,False
36,1,0,43,9,"[4868, 8130, 2095, 6859, 80, 3757, 243, 56, 1539, 4086]",5.411,1.108,5.095,0.00025054281631775414,0.00019173539236035764,True
37,1,0,43,9,"[8286, 5187, 8449, 2251, 5024, 2414, 8490, 8327, 2455, 5676]",2.531,1.11,2.185,0.0008669036653033752,0.3153914533293836,False
38,1,0,43,9,"[5123, 8385, 2350, 8548, 8222, 5449, 8711, 5286, 9201, 4960]",2.469,1.123,2.137,0.0015133153020493934,0.9087936348596184,False
39,1,0,43,9,"[6006, 9268, 2581, 9105, 5843, 8616, 2418, 9146, 5680, 5068]",2.822,1.172,2.575,0.0026920291242087226,0.9998566543977722,False
40,1,0,43,9,"[8947, 5685, 5848, 9110, 2423, 2260, 8458, 8295, 5196, 5032]",2.757,1.179,2.015,0.0027283379279278955,0.9998863277356523,False
41,1,0,43,9,"[5318, 8580, 2545, 8417, 5155, 5970, 2382, 5807, 8254, 5644]",2.814,1.189,2.634,0.0004982508477907595,0.02344418152287896,True
42,1,0,43,9,"[6024, 9286, 2599, 9123, 8634, 2395, 5372, 5861, 2436, 4719]",2.987,1.196,2.809,0.002924163556832654,0.9999682246778884,False
43,1,0,43,9,"[9304, 6042, 9141, 5104, 8366, 2617, 8978, 5879, 5430, 5716]",2.427,1.202,2.048,0.003035463099997951,0.9999848550467635,False
44,1,0,43,9,"[5617, 8879, 2518, 8716, 2681, 2192, 5943, 8553, 5291, 2355]",2.251,1.208,2.118,0.001238316088742453,0.7390535090282752,False
45,1,0,43,9,"[8854, 5592, 2167, 8202, 5918, 9017, 2493, 5755, 4940, 2330]",3.108,1.215,2.929,0.004320046592772834,0.9999999984753014,False
46,1,0,43,9,"[4811, 8073, 7941, 4679, 214, 4353, 7207, 1233, 3701, 1274]",4.305,1.23,4.071,2.5615164433424228e-05,1.6380565108936092e-13,True
47,1,0,43,9,"[8186, 4924, 2151, 5250, 8349, 8920, 5087, 8512, 5658, 2477]",2.352,1.25,1.935,0.0025346419139032745,0.9996149708650319,False
48,1,0,43,9,"[8959, 5697, 9122, 5860, 2272, 8429, 2435, 8592, 5656, 5167]",2.448,1.256,1.961,0.001849804201950261,0.9811555306601168,False
49,1,0,43,9,"[6445, 6608, 3183, 3020, 6282, 3346, 4202, 4691, 7627, 7953]",3.609,1.264,2.947,0.0007905366989717599,0.22667999258414503,False
50,1,0,43,9,"[5779, 9041, 5942, 2354, 6105, 9204, 2680, 8878, 2517, 5616]",2.229,1.279,1.935,0.0020954322170625306,0.9948994377304525,False
51,1,1,43,9,"[3437, 1480, 94, 7373, 6861, 523, 1602, 186, 7515, 3600]",4.342,1.285,4.21,4.66037274243329e-07,8.089506019707412e-31,True
52,1,0,43,9,"[9216, 5954, 2529, 5791, 9053, 5138, 8564, 5301, 8237, 8400]",2.77,1.288,2.548,0.0009512110919288261,0.4201618780914711,False
53,1,0,43,9,"[5342, 8604, 2569, 5179, 8441, 8278, 2243, 5016, 5668, 5709]",2.415,1.293,2.171,0.0008986572245967971,0.35441665578233794,False
54,1,0,43,9,"[2698, 8733, 5471, 6123, 7795, 2046, 8825, 3881, 4910, 7143]",3.609,1.304,3.172,0.00021447300583955786,5.501366783709879e-05,True
55,1,0,43,9,"[5330, 8592, 2557, 8429, 4718, 5167, 5697, 2272, 8959, 2598]",3.061,1.419,2.895,0.0003236497065195023,0.001339153614962956,True
56,1,0,43,9,"[5982, 9244, 2557, 5819, 8918, 9081, 7980, 8592, 5044, 8306]",2.921,1.429,2.573,0.001600256185917213,0.9376371103262265,False
57,1,0,43,9,"[7703, 4441, 6806, 3666, 3870, 7907, 4400, 5175, 4645, 6358]",3.225,1.465,3.09,0.0005102394133930415,0.02694790733924763,False
58,1,0,43,9,"[3479, 3520, 7312, 1726, 1889, 2256, 8291, 585, 6904, 1063]",4.511,1.467,4.45,4.2104996426361084e-10,2.9430686412373656e-61,True
59,1,0,43,9,"[7736, 4474, 8684, 5096, 5422, 3791, 8358, 9133, 489, 4933]",3.802,1.472,3.721,9.241340356204054e-05,3.44306586251399e-08,True
60,1,1,43,9,"[1755, 1592, 1918, 1673, 7015, 1470, 1632, 6781, 1835, 1312]",4.904,1.48,4.707,2.1978873092183986e-07,4.412598733354896e-34,True
61,1,0,43,9,"[3099, 6524, 6728, 3262, 6687, 2936, 3303, 2895, 3058, 6565]",2.638,1.536,2.215,0.0005966779436504641,0.06368636190784166,False
62,1,1,43,9,"[2715, 6140, 4224, 7190, 5732, 3898, 5406, 2837, 2307, 8668]",4.012,1.557,3.905,1.8993986363632635e-07,1.0254477480536054e-34,True
63,1,0,43,9,"[9232, 5970, 2545, 5807, 8580, 8906, 5154, 9069, 3727, 8253]",2.967,1.56,2.701,0.0027756135764630267,0.9999161358939194,False
64,1,1,43,9,"[1580, 1743, 1661, 1906, 1987, 1034, 7003, 1620, 7166, 3415]",5.277,1.564,4.923,1.1754634275620225e-07,8.455034789522361e-37,True
65,1,0,43,9,"[2948, 3315, 3111, 3274, 6373, 6536, 6577, 2907, 2989, 3152]",3.147,1.584,2.77,0.0022735211567493185,0.9981489888552351,False
66,1,0,43,9,"[3086, 6511, 6674, 3249, 2923, 6715, 2882, 3045, 3290, 6348]",2.62,1.597,2.367,0.0018518877988160823,0.981353988059268,False
67,1,0,43,9,"[6492, 6655, 3067, 2985, 3230, 2455, 6696, 6339, 2618, 2904]",2.831,1.626,2.492,0.0005363516645146595,0.03584096104732218,False
68,1,0,43,9,"[6262, 3163, 6425, 6588, 3000, 3326, 7934, 3367, 4672, 7281]",4.302,1.649,3.053,0.002157253383886342,0.996391580953092,False
69,1,0,43,9,"[3033, 6458, 3196, 6621, 6295, 7681, 5551, 3278, 7967, 8813]",3.978,1.653,3.569,0.0022853166677294042,0.9982721930187242,False
70,1,0,43,9,"[2813, 6646, 2976, 6483, 3221, 3139, 3058, 6687, 6320, 2609]",2.922,1.742,2.577,0.0009906654012807187,0.4694922024539418,False
71,1,5,43,9,"[1867, 8554, 1704, 5129, 5292, 2356, 5781, 8391, 9206, 5944]",3.267,1.79,3.185,4.862270604681394e-11,1.2412426663188365e-70,True
72,1,1,43,7,"[107, 21, 3449, 6874, 1492, 3392, 319, 1375]",3.696,1.828,3.091,4.556455768161335e-05,2.113996026595682e-08,True
73,1,1,43,7,"[7350, 9467, 9445, 1420, 2836, 1788, 3580, 3415]",4.062,1.843,3.561,4.5942690853824036e-10,3.317089790186049e-48,True
74,1,3,43,9,"[4532, 7794, 1586, 5173, 8436, 8104, 4842, 1750, 1913, 5826]",4.187,1.867,4.115,9.058721050966183e-08,6.248766447967826e-38,True
75,1,0,43,9,"[3466, 3507, 1193, 7299, 6973, 6891, 7217, 8278, 3955, 2243]",4.008,1.888,3.661,1.0326977702394987e-08,2.318244482137876e-47,True
76,1,3,43,9,"[1946, 1620, 1783, 8704, 9122, 5442, 2669, 9193, 4952, 2435]",2.587,1.917,2.473,5.700911982219901e-10,6.094061630626342e-60,True
77,1,0,43,9,"[7724, 4462, 8672, 3779, 3891, 5655, 5084, 3983, 5410, 9080]",3.688,1.933,3.597,0.00018849572180986663,1.8868081335154726e-05,True
78,1,4,43,9,"[7245, 3983, 71, 5329, 5981, 2556, 7323, 8144, 3942, 8183]",4.427,1.95,4.078,2.7766225733493383e-12,4.577560726128822e-83,True
79,1,0,43,9,"[3914, 3751, 6157, 7992, 4077, 5260, 7829, 7666, 4730, 337]",3.401,1.962,3.229,1.2423746425246491e-05,1.3223767859601137e-16,True
80,1,0,43,8,"[1568, 1731, 6991, 7154, 1976, 3444, 1487, 1650, 1894]",4.263,1.969,3.795,3.9920714067022184e-05,3.234101377116595e-10,True
81,1,5,43,9,"[4828, 8090, 7173, 1499, 1909, 7010, 9372, 2517, 8552, 9042]",5.103,2.691,4.545,3.8455275487697265e-10,1.1885664010455504e-61,True
82,1,0,43,9,"[3615, 6877, 4104, 3941, 7529, 7295, 8752, 4685, 1811, 5490]",3.863,1.993,3.198,0.0004130353789897016,0.007268563649190416,True
83,1,0,43,9,"[4046, 3883, 4535, 4209, 3353, 3720, 5473, 3669, 6778, 2140]",3.209,1.999,2.923,5.617807144930667e-06,5.012341414330899e-20,True
84,1,3,43,9,"[1932, 1606, 1769, 5193, 5683, 2421, 9108, 4861, 6010, 8619]",3.277,2.031,3.046,8.841635718694846e-10,4.906688422679445e-58,True
85,1,0,43,9,"[3208, 3045, 6470, 6674, 6633, 2882, 7693, 6511, 6307, 3086]",3.029,2.038,2.56,0.0010522733357099003,0.5446053755055001,False
86,1,0,43,7,"[6847, 3585, 1251, 1419, 8774, 4951, 6745, 5512]",5.373,2.508,5.139,0.00019416039292653525,0.0006655014329039971,True
87,1,0,43,9,"[6402, 3140, 6565, 2977, 3303, 2895, 4220, 2732, 2814, 6728]",3.203,2.106,2.959,0.001086882390890014,0.585027799770651,False
88,1,4,43,9,"[405, 83, 5014, 9422, 6976, 9392, 447, 5992, 4893, 5177]",4.373,2.114,4.025,1.0905245746856674e-08,3.9974149960448245e-47,True
89,1,5,43,9,"[8116, 4854, 647, 7904, 5479, 1328, 1372, 5152, 4642, 1728]",4.774,2.292,4.674,1.1763352153518758e-08,8.525746827172233e-47,True
90,1,4,43,9,"[425, 60, 383, 659, 1445, 7053, 7190, 6954, 690, 3692]",4.488,2.163,4.199,5.136280634009618e-08,2.146644749837301e-40,True
91,1,5,43,9,"[3841, 7103, 6572, 8000, 4932, 4738, 5259, 5585, 4626, 223]",5.313,2.189,5.028,3.1226554299436965e-13,1.4815157357285278e-92,True
92,1,1,43,8,"[718, 667, 526, 1098, 169, 6865, 6985, 4490, 5527]",5.082,2.213,4.706,3.646246658837547e-10,2.0126171506798803e-55,True
93,1,0,43,9,"[6552, 6715, 3290, 2964, 2882, 3127, 6389, 2923, 3086, 3249]",2.992,2.247,2.653,0.0023213832546098642,0.998602091140412,False
94,1,1,43,9,"[702, 651, 1081, 52, 6849, 510, 7315, 153, 7412, 4474]",5.127,2.256,4.339,1.6519296600704043e-09,2.543167293232029e-55,True
95,1,0,43,9,"[4169, 3639, 3965, 2416, 2253, 9103, 7798, 5882, 8451, 2457]",3.258,2.257,3.185,0.0001397209747878348,1.432611342446726e-06,True
96,1,0,43,9,"[4417, 7679, 6660, 9351, 6497, 6089, 2664, 9188, 3072, 5926]",3.004,2.277,2.875,2.2236629291576556e-05,4.099331180314032e-14,True
97,1,3,43,9,"[2002, 1676, 1839, 5427, 6080, 5101, 8689, 2654, 4938, 8363]",3.831,2.281,3.627,1.0871972284708e-09,3.8774384029159757e-57,True
98,1,0,43,9,"[7091, 3829, 2810, 975, 3676, 2341, 3126, 5195, 496, 5114]",4.19,2.309,4.036,8.568879947389942e-09,3.586526357886669e-48,True
99,1,3,43,9,"[1823, 1660, 1986, 1741, 9162, 1578, 5085, 8510, 8347, 5900]",4.037,2.317,3.875,4.31500736245189e-09,3.760666574340834e-51,True
100,1,0,43,9,"[7233, 3971, 6907, 8946, 5806, 5643, 8905, 2544, 5684, 9109]",4.221,2.507,4.07,8.318855072091615e-08,2.6655620468508516e-38,True
101,1,0,43,9,"[1688, 2014, 1525, 1851, 7111, 5113, 5766, 8212, 8375, 9028]",4.088,2.379,3.706,4.246389807895973e-06,3.0882998913310947e-21,True
102,1,0,43,9,"[3491, 3532, 1901, 5979, 3430, 1177, 9241, 5163, 2554, 8425]",4.233,2.386,4.128,1.165619683019231e-10,7.780973048787432e-67,True
103,1,2,43,9,"[2744, 6169, 2091, 8125, 4864, 3199, 865, 3927, 8779, 7342]",4.516,2.471,4.025,1.8626786278428228e-06,8.314768904541244e-25,True
