ID,k,Features,m,#Matches,Indices,max(dists),min(dists),med(dists),P,p-value,Sig_Hochber
16,1,2,12,16,"[1058, 817, 984, 1442, 770, 721, 409, 1368, 1106, 1010, 1608, 602, 98, 265, 48, 552, 168]",1.035,0.736,0.936,6.457756745565088e-06,2.0182311306272706e-61,True
17,1,1,12,11,"[851, 434, 721, 98, 602, 1443, 266, 74, 939, 169, 121, 1465]",1.038,0.773,0.915,7.159493694700668e-08,2.134757066099426e-65,True
18,1,1,12,8,"[947, 117, 93, 453, 621, 21, 669, 644, 309]",1.006,0.821,0.924,0.0013226702678723757,5.155492769066982e-10,True
19,1,1,12,8,"[1019, 1548, 182, 1572, 1475, 136, 163, 1742, 642]",0.988,0.824,0.947,0.0002681471574911814,3.9555955261065484e-16,True
20,1,2,12,1,"[1207, 1039]",0.839,0.839,0.839,6.668250055034958e-07,2.0883085962953485e-08,True
21,1,0,12,1,"[562, 1600]",0.873,0.873,0.873,5.470762758717658e-07,1.4056502039684011e-08,True
22,1,2,12,2,"[707, 1528, 637]",0.993,0.909,0.951,2.3428846553261058e-05,6.10859879405995e-08,True
23,1,1,12,3,"[1379, 255, 1069, 39]",1.003,0.914,0.973,1.0050725925315814e-07,3.703404276658672e-20,True
24,1,2,12,1,"[925, 758]",0.938,0.938,0.938,5.951301957604052e-05,0.00016436231526640975,True
25,1,1,12,1,"[1690, 1762]",1.017,1.017,1.017,1.4463667993839503e-06,9.823335420192e-08,True
26,1,0,12,1,"[200, 474]",1.02,1.02,1.02,5.807269105261191e-06,1.5821983454900781e-06,True
0,1,2,24,5,"[110, 782, 950, 1790, 614, 494]",1.386,0.62,1.296,4.20506854970648e-09,8.919837897939286e-41,True
1,1,0,24,1,"[1605, 1629]",0.688,0.688,0.688,7.595160992994585e-06,6.702656347799049e-07,True
2,1,1,24,2,"[1545, 1569, 58]",1.331,0.7,1.015,1.0290621242261175e-08,6.378007040384416e-19,True
3,1,2,24,12,"[93, 597, 116, 308, 212, 883, 261, 766, 933, 1340, 20, 812, 1652]",1.466,0.703,1.346,2.02848970840256e-06,2.35584687680221e-56,True
4,1,2,24,12,"[0, 288, 24, 792, 312, 888, 97, 265, 120, 1344, 360, 817, 216]",1.432,0.773,1.137,3.957411291643653e-11,1.397528011688198e-117,True
5,1,2,24,17,"[176, 249, 56, 729, 368, 704, 753, 392, 417, 872, 1232, 585, 632, 1688, 81, 1761, 465, 800]",1.459,0.79,1.286,1.933564946453562e-09,1.662238792083123e-134,True
6,1,0,24,1,"[434, 1444]",0.812,0.812,0.812,2.4847590456996454e-12,7.179159192863055e-20,True
7,1,2,24,8,"[687, 303, 15, 39, 400, 1311, 183, 135, 736]",1.463,0.852,1.388,1.1214403165724393e-11,2.7945498127860834e-85,True
8,1,2,24,12,"[152, 993, 704, 1737, 536, 320, 800, 1713, 392, 1115, 1472, 368, 753]",1.418,0.864,1.238,8.756462657730401e-10,4.258808594115584e-100,True
9,1,2,24,13,"[1193, 305, 1361, 377, 17, 931, 1697, 521, 41, 833, 258, 1722, 161, 689]",1.465,0.875,1.269,9.92024228487664e-08,2.139544831969544e-79,True
10,1,1,24,2,"[1457, 353, 447]",1.242,0.902,1.072,3.597049584391222e-15,2.723955379129985e-38,True
11,1,1,24,1,"[339, 1443]",0.905,0.905,0.905,1.9940818893196045e-12,4.6237144086221485e-20,True
